LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Massachusetts Chief of Police Association, Inc.",Senate Bill,2975,Governor's Amendment,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - polyfluoroalkyl substances Commission",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,4900,"An Act to protect children, families, and firefighters from harmful flame retardants",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,Senate Bill,2955,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - polyfluoroalkyl substances Commission",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,Senate Bill,2985,"An Act to protect children, families, and firefighters from harmful flame retardants",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,Executive,Executive Office of Energy and Environmental Affairs (EEA),"Toxic Use Reduction Act Rules, Procedures and Committee",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,Executive,Office of the Governor,"Toxic Use Report Act Rules, Procedures and Committee",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,4912,An Act creating a 2050 roadmap to a clean and thriving commonwealth - Flame Retardant Ban Amendment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,5151,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - polyfluoroalkyl substances Commission",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,3500,"An Act to protect children, families, and firefighters from harmful flame retardants",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,American Chemistry Council,House Bill,4256,An Act establishing an interagency PFAS task force,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Cisco Systems, Inc.",Executive,Other,NO ACTIVITY,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,SAS Institute Inc.,Executive,Executive Office for Administration and Finance (ANF),Business Development related to Procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,SAS Institute Inc.,Executive,Commonwealth Health Insurance Connector Authority,Business Development related to Procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,SAS Institute Inc.,Executive,Alcoholic Beverages Control Commission (ABCC),Business Development related to a data analytics solution - tracking system,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,SAS Institute Inc.,Executive,Department of Public Health (DPH),Business Development related to an enterprise analytics solution,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,SAS Institute Inc.,Executive,Executive Office of Health and Human Services (EOHHS),Business Development related to a data analytics solution,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DISH Network L.L.C,Senate Bill,2633,An Act relative to PEG access and cable-related funds,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,The Great Ponds Coalition,Senate Bill,446,An Act preserving public trust rights in land affected by ocean erosion,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,1068,An Act regulating and insuring shared micro-mobility device companies,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2036,An Act relative to congestion in East Boston,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,1067,An Act relative to transportation network company rider assessments,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2813,An Act authorizing and accelerating transportation investment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,5248,An Act authorizing and accelerating transportation investment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,3014,An Act relative to electric bicycles,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,3073,An Act relative to micro-mobility and motorized scooters,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Executive,Office of the Governor,State of Emergency Regulations,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Executive,Department of Public Utilities (DPU) (Executive Office of Energy and Environmental Affairs),Driver activation/Regulatory changes,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2778,An Act establishing collective bargaining rights for TNC drivers,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,102,An Act relative to transportation network company rider assessments,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2049,An Act relative to micro-mobility and motorized scooters,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,4530,An Act relative to transportation finance,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2063,An Act to reduce traffic and encourage shared rides,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,4505,An Act authorizing and accelerating transportation investment,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2836,An Act authorizing and accelerating transportation investment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,4746,An Act for unemployment rules for gig economy,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Executive,Department of Public Utilities (DPU) (Executive Office of Energy and Environmental Affairs),State of Emergency Regulations/Data Collection,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",House Bill,4547,An Act authorizing and accelerating transportation investment,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2071,An Act relative to electric bicycles,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Lyft, Inc.",Senate Bill,2047,An Act relative to motorized scooter operating requirements,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DraftKings Inc.,House Bill,5250,An Act enabling partnerships for growth - Sports Betting,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DraftKings Inc.,Senate Bill,2874,An Act enabling partnerships for growth - Sports Betting,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DraftKings Inc.,Senate Bill,2842,An Act enabling partnerships for growth - Sports Betting,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DraftKings Inc.,House Bill,4559,An Act to regulate sports wagering,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DraftKings Inc.,House Bill,4887,An Act enabling partnerships for growth - Sports Betting,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,FanDuel Group,House Bill,4559,An Act to regulate sports wagering,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,FanDuel Group,House Bill,5250,An Act enabling partnerships for growth - Sports Betting,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,FanDuel Group,Senate Bill,2874,An Act enabling partnerships for growth - Sports Betting,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,FanDuel Group,House Bill,4887,An Act enabling partnerships for growth - Sports Betting,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,FanDuel Group,Senate Bill,2842,An Act enabling partnerships for growth - Sports Betting,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,National Fire Sprinkler Association,House Bill,2027,An Act relative to enhanced fire protection in new one and two family dwellings,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Expedia Inc,Executive,Other,NO ACTIVITY,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",Senate Bill,160,An Act establishing a student loan bill of rights,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",House Bill,3977,An Act establishing a Student Loan Bill of Rights,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",House Bill,998,An Act establishing a student loan bill of rights,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",Senate Bill,2842,An Act enabling partnerships for growth - Student Loan Bill of Rights,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",Senate Bill,2874,An Act enabling partnerships for growth - Student Loan Bill of Rights,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Student Loan Servicing Alliance, Inc.",Senate Bill,2595,An Act establishing a student loan bill of rights,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Discover Financial Services,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Discover Financial Services,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Discover Financial Services,House Docket,5012,An Act relative to credit rating protection,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Discover Financial Services,House Bill,5151,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Alexion Pharmaceuticals, Inc.",House Bill,4268,An Act to create a Massachusetts rare disease advisory council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Alexion Pharmaceuticals, Inc.",Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),Corporate Merger Notifications,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Alexion Pharmaceuticals, Inc.",Senate Bill,2874,An Act enabling partnerships for growth - Rare Disease Advisory Council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Alexion Pharmaceuticals, Inc.",Executive,Office of the Governor,Corporate Merger Notifications,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Alexion Pharmaceuticals, Inc.",House Bill,5250,An Act enabling partnerships for growth - Rare Disease Advisory Council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Bill,5250,An Act enabling partnerships for growth - debt collection amendment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",Senate Bill,2734,An Act relative to fairness in debt collection,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Docket,5014,An Act to enact emergency financial protections and forebearance for consumers and small business during the COVID-19 pandemic,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Docket,5012,An Act relative to credit rating protection,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Bill,4694,relative to fairness in debt collection,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",Executive,Attorney General's Office (AGO),Debt Collection Emergency Regulations,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Bill,4887,An Act enabling partnerships for growth - debt collection amendment,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"PRA Group, Inc.",House Bill,3949,An Act relative to debt collection licensure,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - polyfluoroalkyl substances Commission",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,Executive,Department of Environmental Protection (DEP),310 CMR 7.76 Hydrofluorocarbons,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - polyfluoroalkyl substances Commission",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,House Bill,3661,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,House Bill,4256,An Act establishing an interagency PFAS task force,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,DuPont de Nemours Inc.,Senate Bill,1400,An Act relative to the reduction of certain toxic chemicals in firefighter personal protective equipment,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Acreage Holdings, Inc.",Executive,Cannabis Control Commission,Applicant licensing approval and settlement negotiations,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Crispr Therapeutics, Inc.",House Bill,4268,An Act to create a Massachusetts rare disease advisory council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Crispr Therapeutics, Inc.",House Bill,5250,An Act enabling partnerships for growth - Rare Disease Advisory Council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Crispr Therapeutics, Inc.",House Bill,4887,An Act enabling partnerships for growth - Rare Disease Advisory Council,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,2820,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color - Facial Recognition",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,2981,Police Reform - Facial Recognition,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,House Bill,4860,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color - Facial Recognition",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,2975,Governor's Amendment - Facial Recognition,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,2963,"An Act relative to justice, equity and accountability in law enforcement in the Commonwealth - Facial Recognition",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Executive,Office of the Governor,Police Reform - Facial Recognition,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,House Bill,4886,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color - Facial Recognition",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,1385,An Act establishing a moratorium on face recognition and other remote biometric surveillance systems,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,House Bill,1538,An Act relative to unregulated face recognition and emerging biometric surveillance technologies,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Security Industry Association,Senate Bill,2800,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color - Facial Recognition",Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Harb Enterprises LLC,Executive,Other,NO ACTIVITY,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Carrier Corporation,Executive,Department of Public Health (DPH),Vaccine distribution monitoring and storage,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Carrier Corporation,Executive,Executive Office of Health and Human Services (EOHHS),Vaccine distribution monitoring and storage,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Energy Systems Group, LLC",Executive,Other,Municipal Energy Contracting procurement business development - Lynnfield,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Energy Systems Group, LLC",Executive,Other,Municipal Energy Contracting procurement business development - Beverly,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Energy Systems Group, LLC",Executive,Other,Municipal Energy Contracting procurement business development - Norwood,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,"Energy Systems Group, LLC",Executive,Other,Municipal Energy Contracting procurement business development - Natick,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Hims & Hers,House Bill,4871,An Act Putting Patients First,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Hims & Hers,Senate Bill,2796,An Act Putting Patients First,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Hims & Hers,Senate Bill,2984,An Act promoting a resilient health care system that puts patients first - Telehealth Provisions,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Francis J Shea,Hims & Hers,House Bill,4888,An Act Putting Patients First,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,SAS Institute Inc.,Executive,Alcoholic Beverages Control Commission (ABCC),Business development related to a data analytics solution - tracking system,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,SAS Institute Inc.,Executive,Center for Health Information and Analysis (CHIA),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,SAS Institute Inc.,Executive,Department of Public Health (DPH),Business development related to an enterprise analytics solution,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,SAS Institute Inc.,Executive,Executive Office for Administration and Finance (ANF),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,NWN Corporation,Executive,Executive Office of Technology Services and Security (EOTSS) (Executive Office for Administration and Finance),Business development related to procurement opportunities - Desktop as a service,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,NWN Corporation,Executive,Executive Office for Administration and Finance (ANF),Business development related to procurement opportunities - cloud computing,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,NWN Corporation,Executive,Massachusetts Bay Transportation Authority (MBTA) (Massachusetts Department of Transportation),Business development related to procurement opportunities - Network,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,NWN Corporation,Executive,Massachusetts State Lottery Commission,Business development related to procurement opportunities - Managed Services,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Gartner, Inc.",Executive,Executive Office of Technology Services and Security (EOTSS) (Executive Office for Administration and Finance),Business development related to procurement opportunities - Health Check,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Gartner, Inc.",Executive,Executive Office of Health and Human Services (EOHHS),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Gartner, Inc.",Executive,Massachusetts State Lottery Commission,Business development related to procurement opportunities - Mainframe Support,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Gartner, Inc.",Executive,Executive Office of Labor and Workforce Development (EOLWD),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Gartner, Inc.",Executive,Group Insurance Commission (GIC) (Executive Office for Administration and Finance),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Granicus, LLC",Executive,Executive Office of Technology Services and Security (EOTSS) (Executive Office for Administration and Finance),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Granicus, LLC",Executive,Executive Office for Administration and Finance (ANF),Business development related to procurement opportunities - Business Tax Outreach,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Granicus, LLC",Executive,Massachusetts State Lottery Commission,Business development related to procurement opportunities - Outreach Program,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,Box Inc.,Executive,Other,NO ACTIVITY,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,House / SenateBill Number or Agency NameBill title or activityAgent positionAmountDirect business association,Executive,Executive Office of Public Safety and Security (EOPSS),Business development related to procurement opportunities - First Responder Portal,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,House / SenateBill Number or Agency NameBill title or activityAgent positionAmountDirect business association,Executive,Municipal Police Training Committee (MPTC),Business development related to procurement opportunities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,House / SenateBill Number or Agency NameBill title or activityAgent positionAmountDirect business association,Executive,Middlesex Sheriff's Office,Business development related to procurement opportunities - Reservation System/Mail Scanning,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,House / SenateBill Number or Agency NameBill title or activityAgent positionAmountDirect business association,Executive,Executive Office for Administration and Finance (ANF),Business development related to procurement opportunities - Reservation System,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Qualtrics, LLC",Executive,Executive Office of Technology Services and Security (EOTSS) (Executive Office for Administration and Finance),Business development related to procurement opportunities - Guided and Automated projects solutions,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Qualtrics, LLC",Executive,Executive Office of Health and Human Services (EOHHS),Business development related to procurement opportunities - Guided and Automated projects solutions,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Qualtrics, LLC",Executive,Department of Public Health (DPH),Business development related to procurement opportunities - Online Assessment tool,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,James Bradford,"Qualtrics, LLC",Executive,Office of the Governor,Business development related to procurement opportunities - Online Consumer Sentiment Solutions,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Lowell",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Braintree",Support,$0.00,N/A
